question_id,config,task_type,ok,error,latency_ms,rag_query_count,gold_doc_coverage,gold_chunk_coverage,answer_correctness_score,answer_completeness_score,citation_accuracy_score,faithfulness_score,llm_judge_weighted_score,final_citation_count,duplicate_rag_query_count,rag_query_blocked_count,support_verdict,missing_required_items,citation_mismatches,revision_instruction,llm_judge_failure_type,llm_judge_overall_reason
Q019,c3_formal_old_30,calculation,True,,24844,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence."
Q020,c3_formal_old_30,insufficient_evidence,True,,44685,3,0.3333,0.3333,1.0,1.0,1.0,1.0,1.0,,,,,,,,none,"The generated answer correctly identifies that Agentic RAG is not universally superior, provides well-supported reasons, and uses accurate citations, meeting all scoring criteria."
Q021,c3_formal_old_30,multi_doc,True,,184516,10,1.0,1.0,1.0,1.0,0.5,1.0,0.875,,,,,,,,none,"The answer is correct, complete, and faithful to the evidence, with partially accurate citations."
Q022,c3_formal_old_30,multi_doc,True,,480413,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,none,"The generated answer fully meets all scoring dimensions: it correctly addresses the question with a well-structured combination scheme, is complete with clear rationale, uses accurate citations, and remains faithful to the evidence."
Q023,c3_formal_old_30,multi_doc,True,,188300,19,1.0,0.8,0.5,0.5,0.5,1.0,0.625,,,,,,,,incomplete_answer,"The answer provides a valid regrouping but does not match the required categories from the reference answer, leading to partial correctness and completeness. Citations are relevant but not precisely aligned with gold chunks."
Q024,c3_formal_old_30,multi_doc,True,,41596,2,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,,,,,,,,none,"The generated answer correctly distinguishes three task types for plain RAG vs. Agentic RAG, provides solid judgment bases, cites relevant evidence accurately, and remains faithful to the retrieved content."
Q025,c3_formal_old_30,multi_doc,True,,376888,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence."
Q026,c3_formal_old_30,multi_doc,True,,49267,3,1.0,0.8,1.0,1.0,1.0,1.0,1.0,,,,,,,,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence."
Q027,c3_formal_old_30,fuzzy_query,True,,186673,11,0.6667,0.6667,0.5,0.5,1.0,1.0,0.75,,,,,,,,incomplete_answer,"The answer correctly identifies Self-RAG and CRAG with accurate citations and faithful evidence, but fails to explicitly show the step-by-step narrowing process from vague requirements to methods, resulting in partial correctness and completeness."
Q028,c3_formal_old_30,multi_doc,True,,141340,10,1.0,0.75,1.0,1.0,1.0,1.0,1.0,,,,,,,,none,"The generated answer fully satisfies all evaluation dimensions: it correctly and completely addresses the question, provides accurate citations, and remains faithful to the evidence."
Q029,c3_formal_old_30,insufficient_evidence,True,,242203,18,1.0,1.0,1.0,1.0,0.5,1.0,0.875,,,,,,,,none,"The generated answer correctly identifies the evidence gap and explains the limitations, satisfying correctness and completeness, though citation accuracy is slightly weakened by irrelevant citations."
Q030,c3_formal_old_30,multi_doc,True,,42628,4,1.0,0.75,1.0,1.0,1.0,1.0,1.0,,,,,,,,none,"The generated answer is correct, complete, well-cited, and faithful to the evidence."
Q001,c3_conservative_old_30,simple_qa,True,,27198,1,1.0,0.0,0.0,0.0,0.5,0.5,0.25,5.0,0.0,0.0,,,,,wrong_answer,"The generated answer does not correctly list the required LangChain RAG core components as specified in the reference answer, leading to low correctness and completeness, though citations and faithfulness are partially acceptable."
Q002,c3_conservative_old_30,simple_qa,True,,146009,8,1.0,0.6667,0.5,0.5,0.5,0.5,0.5,14.0,0.0,0.0,,,,,weak_citation,"The answer correctly identifies the four RAGAS metrics and provides explanations, but the explanations lack direct support from the retrieved evidence, and citations are weak at the chunk level for the definitions."
Q003,c3_conservative_old_30,simple_qa,True,,33850,1,1.0,0.6,0.5,0.5,1.0,1.0,0.75,5.0,0.0,0.0,,,,,incomplete_answer,"The answer is partially correct and faithful, but lacks completeness in covering all core functions expected by the reference answer."
Q004,c3_conservative_old_30,simple_qa,True,,21006,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,,,,,none,The generated answer correctly and completely addresses the question with accurate citations and faithful use of evidence.
Q005,c3_conservative_old_30,fuzzy_query,True,,38159,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,,,,,none,"The generated answer correctly identifies Self-RAG, explains its key innovations, and is fully supported by the evidence with accurate citations."
Q006,c3_conservative_old_30,fuzzy_query,True,,19959,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,,,,,none,"The generated answer correctly and completely identifies the four main technical directions from the Agentic RAG survey, with accurate citations and full faithfulness to the evidence."
Q007,c3_conservative_old_30,fuzzy_query,True,,34746,1,0.25,0.0,0.0,0.0,0.5,1.0,0.375,5.0,0.0,0.0,,,,,wrong_answer,"The answer lists different projects than required and lacks the necessary positioning, resulting in a wrong answer despite being faithful to the evidence."
Q008,c3_conservative_old_30,fuzzy_query,True,,50485,2,0.6,0.4,1.0,1.0,0.5,1.0,0.875,10.0,0.0,0.0,,,,,none,"The answer is correct, complete, and faithful, with minor citation precision issues that do not undermine overall quality."
Q009,c3_conservative_old_30,multi_doc,True,,25073,2,1.0,0.5714,1.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,,,,,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence."
Q010,c3_conservative_old_30,multi_doc,True,,23989,2,1.0,0.75,1.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,,,,,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence, with no failures."
Q011,c3_conservative_old_30,multi_doc,True,,34459,3,1.0,0.6,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,,,,,none,The generated answer correctly and completely addresses the question with accurate citations and faithful use of evidence.
Q012,c3_conservative_old_30,multi_doc,True,,78994,5,1.0,0.6667,1.0,1.0,0.5,1.0,0.875,14.0,0.0,0.0,,,,,weak_citation,"The answer correctly identifies the classification difference between the two papers and is faithful to the evidence, but citation accuracy is weakened by including irrelevant chunks."
Q013,c3_conservative_old_30,table_analysis,True,,726264,36,1.0,0.75,0.0,0.0,0.5,0.5,0.25,42.0,0.0,0.0,,,,,wrong_answer,"The generated answer provides an incorrect classification of papers that does not match the reference answer or judge rule, and the citations are not precise enough to support the claims."
Q014,c3_conservative_old_30,table_analysis,True,,415263,15,0.8333,0.4,0.5,0.5,0.5,0.5,0.5,10.0,0.0,0.0,,,,,incomplete_answer,"The answer lists 5 directions but only 2-3 match the reference, missing TeaRAG and KG-RAG, and including two less relevant directions, resulting in partial correctness and completeness."
Q015,c3_conservative_old_30,table_analysis,True,,27111,4,1.0,0.5,1.0,1.0,0.5,1.0,0.875,7.0,0.0,0.0,,,,,none,"The answer is correct, complete, and faithful, with minor citation chunk-level imprecision."
Q016,c3_conservative_old_30,calculation,True,,27096,1,1.0,1.0,0.5,0.5,1.0,1.0,0.75,1.0,0.0,0.0,,,,,incomplete_answer,"The answer is factually correct and well-cited, but it does not explicitly compute the average difference across the four indicators as required by the reference answer, resulting in partial correctness and completeness."
Q017,c3_conservative_old_30,code_execution,True,,38264,1,1.0,0.1667,0.5,0.5,0.5,1.0,0.625,2.0,0.0,0.0,,,,,incomplete_answer,"The answer correctly identifies 2 of the 3 required data acquisition methods with supporting evidence, but fails to mention the urllib direct request method, resulting in partial correctness and completeness."
Q018,c3_conservative_old_30,code_execution,True,,21828,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,,,,,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence."
Q019,c3_conservative_old_30,calculation,True,,52494,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,,,,,none,"The generated answer correctly identifies context_recall as the metric with the largest improvement, uses accurate data from the gold evidence, and provides a complete and faithful response."
Q020,c3_conservative_old_30,insufficient_evidence,True,,51865,3,0.3333,0.3333,0.0,0.0,0.5,0.5,0.25,5.0,0.0,0.0,,,,,wrong_answer,"The generated answer directly contradicts the reference answer by asserting a definitive conclusion rather than acknowledging insufficient evidence, and it includes unsupported claims, leading to low correctness and completeness scores."
Q021,c3_conservative_old_30,multi_doc,True,,42050,2,0.6667,0.3333,1.0,1.0,0.5,1.0,0.875,3.0,0.0,0.0,,,,,none,"The answer correctly compares the three frameworks and provides a suitable combination for a course project, with minor citation gaps but no major errors."
Q022,c3_conservative_old_30,multi_doc,True,,71310,4,0.75,0.75,1.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,,,,,none,"The generated answer fully meets the reference answer and judge rule, with correct, complete, well-cited, and faithful content."
Q023,c3_conservative_old_30,multi_doc,True,,224705,25,1.0,0.8,1.0,1.0,0.5,1.0,0.875,7.0,0.0,0.0,,,,,none,"The answer correctly groups all five RAG variants into the four requested categories with strong evidence support, though citation precision could be improved by using gold chunk IDs."
Q024,c3_conservative_old_30,multi_doc,True,,43656,3,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,,,,,none,"The generated answer fully satisfies all evaluation dimensions with correct, complete, well-cited, and faithful content."
Q025,c3_conservative_old_30,multi_doc,True,,155388,9,1.0,0.6667,0.5,0.5,0.5,1.0,0.625,9.0,0.0,0.0,,,,,incomplete_answer,"The answer correctly explains Self-RAG and A-RAG but fails to address rerank, making it incomplete per the judge rule."
Q026,c3_conservative_old_30,multi_doc,True,,115391,6,1.0,0.8,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,,,,,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence."
Q027,c3_conservative_old_30,fuzzy_query,True,,68721,2,0.3333,0.0,1.0,1.0,0.5,1.0,0.875,9.0,0.0,0.0,,,,,none,"The answer correctly decomposes the query, provides a step-by-step narrowing process, and is well-supported by evidence, though citation accuracy is slightly weakened by chunk-level relevance."
Q028,c3_conservative_old_30,multi_doc,True,,44549,1,1.0,0.5,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,,,,,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence, satisfying all evaluation dimensions."
Q029,c3_conservative_old_30,insufficient_evidence,True,,247159,13,1.0,1.0,0.0,0.5,1.0,1.0,0.625,4.0,0.0,0.0,,,,,wrong_answer,"The answer is well-structured and faithful to the evidence, but it incorrectly concludes that SoK is more suitable, violating the reference answer and judge rule which require stating that evidence is insufficient to prove superiority."
Q030,c3_conservative_old_30,multi_doc,True,,42403,4,1.0,0.75,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,,,,,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence, satisfying all evaluation dimensions."
Q001,c3_lite_next_30,simple_qa,True,,37188,1,1.0,0.0,0.5,0.5,0.5,0.5,0.5,2.0,0.0,0.0,unknown,[],[],,incomplete_answer,"The answer partially meets the requirements but lacks completeness and citation accuracy, with some unsupported claims."
Q002,c3_lite_next_30,simple_qa,True,,34816,1,1.0,0.3333,1.0,1.0,0.5,1.0,0.875,1.0,0.0,0.0,unknown,[],[],,none,"The answer correctly lists and explains multiple RAGAS metrics, is complete, and is faithful to the evidence, though citation accuracy is slightly weak due to missing gold chunks."
Q003,c3_lite_next_30,simple_qa,True,,29394,1,0.5,0.4,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,supported,[],[],,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence."
Q004,c3_lite_next_30,simple_qa,True,,32169,1,1.0,0.5,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,supported,[],[],,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence."
Q005,c3_lite_next_30,fuzzy_query,True,,57324,2,1.0,0.75,0.5,0.5,0.5,1.0,0.625,6.0,0.0,0.0,supported,[],[],,incomplete_answer,"The answer correctly identifies Self-RAG and its self-reflection mechanism, but includes CRAG as an alternative, which makes the answer less direct and partially incomplete per the judge rule."
Q006,c3_lite_next_30,fuzzy_query,True,,27234,1,1.0,0.3333,0.5,0.5,0.5,1.0,0.625,2.0,0.0,0.0,supported,[],[],,incomplete_answer,"The generated answer lists multiple directions but fails to match the specific technical directions required by the reference answer, resulting in partial correctness and completeness."
Q007,c3_lite_next_30,fuzzy_query,True,,49204,2,0.5,0.0,0.5,0.5,0.5,1.0,0.625,5.0,0.0,0.0,partially_supported,[],[],保留现有回答，FastGPT和QAnything已正确标注为证据不足，无需修改。,incomplete_answer,"The answer partially meets the requirements by recommending 3 projects but fails to include the specified projects (CrewAI, LangGraph) and the required classification, resulting in incomplete answer and moderate correctness."
Q008,c3_lite_next_30,fuzzy_query,True,,42570,1,0.6,0.2,1.0,1.0,0.5,1.0,0.875,5.0,0.0,0.0,partially_supported,[],[],无需修改，当前回答已充分满足用户目标。,none,"The answer is correct, complete, and faithful, with minor citation accuracy issues due to chunk-level mismatches."
Q009,c3_lite_next_30,multi_doc,True,,56685,3,1.0,0.2857,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,unknown,[],[],,none,"The generated answer correctly compares LangChain and LlamaIndex design differences, is complete, accurately cited, and faithful to the evidence."
Q010,c3_lite_next_30,multi_doc,True,,34158,1,0.5,0.25,1.0,1.0,0.5,1.0,0.875,3.0,0.0,0.0,supported,[],[],,none,"The generated answer is correct, complete, and faithful, with minor citation alignment issues that do not undermine the overall quality."
Q011,c3_lite_next_30,multi_doc,True,,31101,1,1.0,0.4,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,supported,[],[],,none,The generated answer accurately and completely addresses the question with proper citations and faithful use of evidence.
Q012,c3_lite_next_30,multi_doc,True,,49305,3,0.5,0.3333,0.0,0.0,0.5,1.0,0.375,3.0,0.0,0.0,unsupported,"[""论文 2603.07379 的独立分类体系""]",[],当前无法完成对比，需用户提供缺失论文内容。,incomplete_answer,"The answer fails to address the core question about the difference in classification between the two papers, resulting in low correctness and completeness, though it is faithful to the limited evidence."
Q013,c3_lite_next_30,table_analysis,True,,39231,1,1.0,0.0,0.0,0.0,0.0,1.0,0.25,2.0,0.0,0.0,unsupported,[],[],remove all claims about type distribution; request user to provide the document or confirm its existence in the knowledge base.,incomplete_answer,"The generated answer correctly identifies that the evidence lacks type information, but it fails to provide the required classification, resulting in an incomplete answer with low correctness and completeness."
Q014,c3_lite_next_30,table_analysis,True,,29965,1,0.5,0.0,0.5,0.5,0.5,1.0,0.625,5.0,0.0,0.0,supported,[],[],,incomplete_answer,"The answer provides 5 directions with core ideas, but the set of directions does not fully match the reference answer's specific list, and citations lack precise chunk-level alignment."
Q015,c3_lite_next_30,table_analysis,True,,33799,1,1.0,0.5,0.5,0.5,0.5,1.0,0.625,4.0,0.0,0.0,supported,[],[],,incomplete_answer,"The answer correctly classifies most projects but misclassifies Dify as a mixed platform instead of a RAG platform, and the citation accuracy is slightly weak at the chunk level."
Q016,c3_lite_next_30,calculation,True,,26832,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,supported,[],[],,none,"The generated answer is correct, complete, accurately cited, and fully faithful to the evidence."
Q017,c3_lite_next_30,code_execution,True,,29481,1,1.0,0.3333,0.5,0.5,1.0,1.0,0.75,3.0,0.0,0.0,supported,[],[],,incomplete_answer,"The answer correctly identifies 2 of the 3 required data acquisition methods with proper citations, but misses the third method (urllib direct URL request) and incorrectly discusses git, resulting in partial correctness and completeness."
Q018,c3_lite_next_30,code_execution,True,,30513,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,supported,[],[],,none,"The generated answer is correct, complete, accurately cited, and faithful to the evidence, with no failures."
Q019,c3_lite_next_30,calculation,True,,25360,1,1.0,1.0,0.5,0.5,1.0,1.0,0.75,1.0,0.0,0.0,supported,[],[],,incomplete_answer,"The answer correctly identifies context_recall as a top-improving metric and uses accurate citations, but it incorrectly adds context_precision as tied, making it partially incomplete relative to the reference answer."
Q020,c3_lite_next_30,insufficient_evidence,True,,68457,2,0.6667,0.6667,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,partially_supported,[],[],移除关于局限性缺失的声明，或将其标记为‘证据不足’而非‘缺失’,none,"The generated answer correctly identifies insufficient evidence for a universal claim, provides multiple specific reasons, uses accurate citations, and remains faithful to the retrieved evidence."
Q021,c3_lite_next_30,multi_doc,True,,49324,3,0.6667,0.0,1.0,1.0,0.5,1.0,0.875,6.0,0.0,0.0,unknown,[],[],,weak_citation,"The answer is correct and complete, but citations do not precisely match the gold chunk IDs, resulting in weak citation accuracy."
Q022,c3_lite_next_30,multi_doc,True,,35552,1,0.75,0.75,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,supported,[],[],,none,"The generated answer fully meets all scoring dimensions: it correctly addresses the question with a structured combination recommendation, is complete, cites accurately, and remains faithful to the evidence."
Q023,c3_lite_next_30,multi_doc,True,,65280,3,1.0,0.4,0.5,0.5,0.5,1.0,0.625,7.0,0.0,0.0,supported,[],[],,weak_citation,"The answer correctly covers all five methods and is faithful to the evidence, but the grouping does not fully match the reference answer's classification, and citations are not precisely aligned with the gold chunk IDs."
Q024,c3_lite_next_30,multi_doc,True,,31634,1,0.6667,0.5,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,supported,[],[],,none,"The generated answer fully satisfies all dimensions with correct, complete, well-cited, and faithful content."
Q025,c3_lite_next_30,multi_doc,True,,62858,3,1.0,0.3333,0.5,0.5,0.5,0.5,0.5,3.0,0.0,0.0,unknown,[],[],,incomplete_answer,"The answer correctly explains Self-RAG and A-RAG but fails to adequately address rerank due to missing evidence, resulting in an incomplete answer."
Q026,c3_lite_next_30,multi_doc,True,,49610,3,1.0,0.8,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,supported,[],[],,none,"The generated answer fully meets the reference answer and judge rule, with accurate citations and faithful use of evidence."
Q027,c3_lite_next_30,fuzzy_query,True,,52395,2,0.6667,0.3333,0.5,0.5,0.5,1.0,0.625,4.0,0.0,0.0,partially_supported,[],[],移除对 ReAct 自我反思/纠错特性的未支持断言，或将其标记为资料不足。,incomplete_answer,"The answer correctly identifies Self-RAG and CRAG but lacks the required stepwise narrowing process and omits A-RAG, resulting in partial correctness and completeness."
Q028,c3_lite_next_30,multi_doc,True,,61199,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,supported,[],[],,none,"The generated answer fully satisfies all dimensions: it correctly explains the limitations of single-round RAG and the distinct roles of routing, planning, and multi-round retrieval, with accurate citations and complete faithfulness to the evidence."
Q029,c3_lite_next_30,insufficient_evidence,True,,42145,2,1.0,0.0,1.0,1.0,0.5,1.0,0.875,4.0,0.0,0.0,unsupported,"[""SoK 论文的完整 taxonomy 分类体系"", ""SoK 论文的架构类型对比和评估基准"", ""Survey 论文的完整综述范围和分类方法"", ""Survey 论文的核心发现和结论"", ""两篇论文的局限性/不足部分""]",[],无需修订，当前回答已准确反映证据不足的现状。下一步应请求用户补充论文全文。,none,"The answer correctly identifies insufficient evidence and explains the perspective difference, meeting all scoring criteria with minor citation chunk-level weakness."
Q030,c3_lite_next_30,multi_doc,True,,33616,1,1.0,0.75,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,supported,[],[],,none,"The generated answer fully satisfies all dimensions: it correctly and completely describes the roles of the four agents, uses accurate citations, and remains faithful to the evidence."
